OTU	Size	Taxonomy	taxname	phylum
Otu0369	945	Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);	Otu0369_Flavobacteriaceae_unclassified	Bacteroidetes
Otu0370	942	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonellaceae_unclassified(100);	Otu0370_Veillonellaceae_unclassified	Firmicutes
Otu0371	930	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0371_Clostridiales_unclassified	Firmicutes
Otu0372	928	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(98);	Otu0372_Actinomyces	Actinobacteria
Otu0374	924	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu0374_Bacteroides	Bacteroidetes
Otu0375	918	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Paenibacillaceae_1(100);Brevibacillus(100);	Otu0375_Brevibacillus	Firmicutes
Otu0376	904	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);	Otu0376_Acinetobacter	Proteobacteria
Otu0377	902	Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Cloacibacterium(100);	Otu0377_Cloacibacterium	Bacteroidetes
Otu0378	898	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Faucicola(100);	Otu0378_Faucicola	Proteobacteria
Otu0379	893	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_unclassified(99);Bacteroidales_unclassified(99);	Otu0379_Bacteroidales_unclassified	Bacteroidetes
Otu0380	881	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichia(100);	Otu0380_Leptotrichia	Fusobacteria
Otu0381	880	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichia(100);	Otu0381_Leptotrichia	Fusobacteria
Otu0382	871	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonellaceae_unclassified(96);	Otu0382_Veillonellaceae_unclassified	Firmicutes
Otu0383	870	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Clostridium_XVIII(100);	Otu0383_Clostridium_XVIII	Firmicutes
Otu0384	866	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Oscillibacter(100);	Otu0384_Oscillibacter	Firmicutes
Otu0385	853	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(87);	Otu0385_Veillonella	Firmicutes
Otu0387	847	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0387_Lachnospiraceae_unclassified	Firmicutes
Otu0388	843	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Dorea(99);	Otu0388_Dorea	Firmicutes
Otu0390	830	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(69);Prevotellaceae_unclassified(69);	Otu0390_Prevotellaceae_unclassified	Bacteroidetes
Otu0391	828	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu0391_Streptococcus	Firmicutes
Otu0392	819	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0392_Lachnospiraceae_unclassified	Firmicutes
Otu0393	805	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Acidaminococcaceae(100);Succiniclasticum(100);	Otu0393_Succiniclasticum	Firmicutes
Otu0394	798	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);	Otu0394_Acinetobacter	Proteobacteria
Otu0395	797	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Asaccharobacter(100);	Otu0395_Asaccharobacter	Actinobacteria
Otu0397	791	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptostreptococcaceae(100);Romboutsia(100);	Otu0397_Romboutsia	Firmicutes
Otu0398	790	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Oribacterium(100);	Otu0398_Oribacterium	Firmicutes
Otu0399	781	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0399_Clostridiales_unclassified	Firmicutes
Otu0400	778	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Johnsonella(100);	Otu0400_Johnsonella	Firmicutes
Otu0401	774	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Sutterellaceae(100);Parasutterella(100);	Otu0401_Parasutterella	Proteobacteria
Otu0402	770	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Rikenellaceae(100);Alistipes(100);	Otu0402_Alistipes	Bacteroidetes
Otu0404	763	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichia(100);	Otu0404_Leptotrichia	Fusobacteria
Otu0405	761	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Vibrionales(100);Vibrionaceae(100);Vibrio(100);	Otu0405_Vibrio	Proteobacteria
Otu0408	751	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0408_Lachnospiraceae_unclassified	Firmicutes
Otu0411	744	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Parvimonas(100);	Otu0411_Parvimonas	Firmicutes
Otu0412	738	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Ruminococcus2(100);	Otu0412_Ruminococcus2	Firmicutes
Otu0413	735	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);	Otu0413_Gammaproteobacteria_unclassified	Proteobacteria
Otu0414	732	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu0414_Firmicutes_unclassified	Firmicutes
Otu0415	729	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(97);	Otu0415_Bifidobacterium	Actinobacteria
Otu0416	728	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Proteus(100);	Otu0416_Proteus	Proteobacteria
Otu0417	724	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Olsenella(100);	Otu0417_Olsenella	Actinobacteria
Otu0418	724	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichia(100);	Otu0418_Leptotrichia	Fusobacteria
Otu0419	718	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0419_Lachnospiraceae_unclassified	Firmicutes
Otu0420	713	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0420_Clostridiales_unclassified	Firmicutes
Otu0421	707	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0421_Prevotella	Bacteroidetes
Otu0422	689	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(99);	Otu0422_Lachnospiraceae_unclassified	Firmicutes
Otu0423	686	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);	Otu0423_Corynebacterium	Actinobacteria
Otu0425	675	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Kocuria(99);	Otu0425_Kocuria	Actinobacteria
Otu0428	661	Bacteria(100);Proteobacteria(100);Proteobacteria_unclassified(70);Proteobacteria_unclassified(70);Proteobacteria_unclassified(70);Proteobacteria_unclassified(70);	Otu0428_Proteobacteria_unclassified	Proteobacteria
Otu0429	661	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0429_Lachnospiraceae_unclassified	Firmicutes
Otu0431	660	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0431_Lachnospiraceae_unclassified	Firmicutes
Otu0432	650	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(80);	Otu0432_Lachnospiraceae_unclassified	Firmicutes
Otu0433	650	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0433_Prevotella	Bacteroidetes
Otu0434	646	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0434_Lachnospiraceae_unclassified	Firmicutes
Otu0436	640	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(99);Lactobacillales_unclassified(83);Lactobacillales_unclassified(83);	Otu0436_Lactobacillales_unclassified	Firmicutes
Otu0438	623	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);	Otu0438_Acinetobacter	Proteobacteria
Otu0439	623	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonadaceae_unclassified(100);	Otu0439_Porphyromonadaceae_unclassified	Bacteroidetes
Otu0440	619	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0440_Clostridiales_unclassified	Firmicutes
Otu0442	618	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Akkermansia(100);	Otu0442_Akkermansia	Verrucomicrobia
Otu0446	601	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(100);	Otu0446_Veillonella	Firmicutes
Otu0448	597	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0448_Prevotella	Bacteroidetes
Otu0449	596	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0449_Clostridiales_unclassified	Firmicutes
Otu0452	582	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Leuconostocaceae(100);Leuconostoc(100);	Otu0452_Leuconostoc	Firmicutes
Otu0453	577	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacteriaceae_unclassified(100);	Otu0453_Bifidobacteriaceae_unclassified	Actinobacteria
Otu0454	572	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);	Otu0454_Fusobacterium	Fusobacteria
Otu0456	565	Bacteria(100);Candidatus_Saccharibacteria(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);	Otu0456_Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria
Otu0457	564	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0457_Lachnospiraceae_unclassified	Firmicutes
Otu0459	553	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(99);	Otu0459_Ruminococcaceae_unclassified	Firmicutes
Otu0460	547	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(92);Hydrogenophaga(92);	Otu0460_Hydrogenophaga	Proteobacteria
Otu0462	543	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Megasphaera(96);	Otu0462_Megasphaera	Firmicutes
Otu0465	531	Bacteria(100);Bacteroidetes(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);	Otu0465_Bacteroidetes_unclassified	Bacteroidetes
Otu0466	529	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonadaceae_unclassified(100);	Otu0466_Porphyromonadaceae_unclassified	Bacteroidetes
Otu0467	529	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0467_Clostridiales_unclassified	Firmicutes
Otu0469	526	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu0469_Bacteria_unclassified	Bacteria_unclassified
Otu0470	516	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu0470_Bacteria_unclassified	Bacteria_unclassified
Otu0475	505	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu0475_Bacteria_unclassified	Bacteria_unclassified
Otu0476	499	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu0476_Streptococcus	Firmicutes
Otu0477	499	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptostreptococcaceae(100);Peptostreptococcus(100);	Otu0477_Peptostreptococcus	Firmicutes
Otu0479	497	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_Incertae_Sedis_XI(100);Gemella(100);	Otu0479_Gemella	Firmicutes
Otu0480	494	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);	Otu0480_Gammaproteobacteria_unclassified	Proteobacteria
Otu0481	490	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0481_Prevotella	Bacteroidetes
Otu0482	484	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_unclassified(96);Bacillales_unclassified(96);	Otu0482_Bacillales_unclassified	Firmicutes
Otu0483	480	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);	Otu0483_Acinetobacter	Proteobacteria
Otu0484	478	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu0484_Bacteria_unclassified	Bacteria_unclassified
Otu0486	462	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonadaceae_unclassified(100);	Otu0486_Porphyromonadaceae_unclassified	Bacteroidetes
Otu0487	461	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0487_Lachnospiraceae_unclassified	Firmicutes
Otu0488	461	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Comamonadaceae_unclassified(100);	Otu0488_Comamonadaceae_unclassified	Proteobacteria
Otu0489	458	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Carnobacteriaceae(100);Dolosigranulum(100);	Otu0489_Dolosigranulum	Firmicutes
Otu0490	457	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Faecalicoccus(89);	Otu0490_Faecalicoccus	Firmicutes
Otu0494	449	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Megamonas(100);	Otu0494_Megamonas	Firmicutes
Otu0497	436	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0497_Prevotella	Bacteroidetes
Otu0499	427	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100);	Otu0499_Faecalibacterium	Firmicutes
Otu0500	424	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu0500_Streptococcus	Firmicutes
Otu0501	420	Bacteria(100);SR1(100);SR1_unclassified(100);SR1_unclassified(100);SR1_unclassified(100);SR1_unclassified(100);	Otu0501_SR1_unclassified	SR1
Otu0503	419	Bacteria(100);Spirochaetes(100);Spirochaetia(100);Spirochaetales(100);Spirochaetaceae(100);Treponema(100);	Otu0503_Treponema	Spirochaetes
Otu0504	419	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);	Otu0504_Actinomyces	Actinobacteria
Otu0506	417	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0506_Lachnospiraceae_unclassified	Firmicutes
Otu0507	415	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonadaceae_unclassified(100);	Otu0507_Porphyromonadaceae_unclassified	Bacteroidetes
Otu0508	415	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu0508_Streptococcus	Firmicutes
Otu0511	402	Bacteria(100);Candidatus_Saccharibacteria(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);	Otu0511_Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria
Otu0512	402	Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Capnocytophaga(100);	Otu0512_Capnocytophaga	Bacteroidetes
Otu0513	402	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0513_Prevotella	Bacteroidetes
Otu0514	399	Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Capnocytophaga(100);	Otu0514_Capnocytophaga	Bacteroidetes
Otu0515	397	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);	Otu0515_Fusobacterium	Fusobacteria
Otu0516	397	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(99);Ruminococcaceae_unclassified(99);	Otu0516_Ruminococcaceae_unclassified	Firmicutes
Otu0517	396	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonas(100);	Otu0517_Porphyromonas	Bacteroidetes
Otu0518	396	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Desulfovibrionales(100);Desulfovibrionaceae(100);Desulfovibrio(100);	Otu0518_Desulfovibrio	Proteobacteria
Otu0519	395	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotellaceae_unclassified(100);	Otu0519_Prevotellaceae_unclassified	Bacteroidetes
Otu0520	394	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0520_Prevotella	Bacteroidetes
Otu0521	391	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);	Otu0521_Fusobacterium	Fusobacteria
Otu0523	385	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Comamonadaceae_unclassified(99);	Otu0523_Comamonadaceae_unclassified	Proteobacteria
Otu0524	376	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptostreptococcaceae(100);Peptostreptococcus(100);	Otu0524_Peptostreptococcus	Firmicutes
Otu0527	370	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonellaceae_unclassified(70);	Otu0527_Veillonellaceae_unclassified	Firmicutes
Otu0531	363	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Oribacterium(100);	Otu0531_Oribacterium	Firmicutes
Otu0532	362	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Pseudomonadaceae(100);Pseudomonas(100);	Otu0532_Pseudomonas	Proteobacteria
Otu0533	358	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonas(98);	Otu0533_Porphyromonas	Bacteroidetes
Otu0535	355	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(97);Porphyromonadaceae_unclassified(97);	Otu0535_Porphyromonadaceae_unclassified	Bacteroidetes
Otu0536	355	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Neisseriales(100);Neisseriaceae(100);Neisseriaceae_unclassified(100);	Otu0536_Neisseriaceae_unclassified	Proteobacteria
Otu0538	354	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu0538_Bacteroides	Bacteroidetes
Otu0539	351	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillales_unclassified(76);Lactobacillales_unclassified(76);	Otu0539_Lactobacillales_unclassified	Firmicutes
Otu0540	350	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu0540_Streptococcus	Firmicutes
Otu0542	348	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Eggerthella(100);	Otu0542_Eggerthella	Actinobacteria
Otu0543	346	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu0543_Bacteroides	Bacteroidetes
Otu0544	344	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(100);Massilia(100);	Otu0544_Massilia	Proteobacteria
Otu0545	343	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Microbacteriaceae_unclassified(98);	Otu0545_Microbacteriaceae_unclassified	Actinobacteria
Otu0546	343	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0546_Prevotella	Bacteroidetes
Otu0547	342	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Clostridium_XVIII(100);	Otu0547_Clostridium_XVIII	Firmicutes
Otu0548	341	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0548_Prevotella	Bacteroidetes
Otu0549	339	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Olsenella(100);	Otu0549_Olsenella	Actinobacteria
Otu0551	335	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacteraceae_unclassified(100);	Otu0551_Rhodobacteraceae_unclassified	Proteobacteria
Otu0552	330	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Coprococcus(100);	Otu0552_Coprococcus	Firmicutes
Otu0555	328	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu0555_Streptococcus	Firmicutes
Otu0557	324	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Cellulomonadaceae(100);Tropheryma(100);	Otu0557_Tropheryma	Actinobacteria
Otu0558	322	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiaceae(100);Burkholderia(100);	Otu0558_Burkholderia	Proteobacteria
Otu0559	317	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetales_unclassified(89);Actinomycetales_unclassified(89);	Otu0559_Actinomycetales_unclassified	Actinobacteria
Otu0560	315	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(87);Prevotellaceae_unclassified(87);	Otu0560_Prevotellaceae_unclassified	Bacteroidetes
Otu0562	314	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0562_Prevotella	Bacteroidetes
Otu0563	313	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcus(100);	Otu0563_Ruminococcus	Firmicutes
Otu0564	312	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(100);	Otu0564_Veillonella	Firmicutes
Otu0565	308	Bacteria(100);Firmicutes(100);Clostridia(75);Clostridia_unclassified(75);Clostridia_unclassified(75);Clostridia_unclassified(75);	Otu0565_Clostridia_unclassified	Firmicutes
Otu0567	298	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0567_Prevotella	Bacteroidetes
Otu0568	297	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);	Otu0568_Planctomycetaceae_unclassified	Planctomycetes
Otu0569	295	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0569_Lachnospiraceae_unclassified	Firmicutes
Otu0570	295	Bacteria(100);Candidatus_Saccharibacteria(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);	Otu0570_Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria
Otu0571	294	Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);	Otu0571_Flavobacterium	Bacteroidetes
